Наименование,Регистрационный номер,Год_регистрации,Статус,Регион регистрации,Код ОКАТО,Наименование ОКАТО,Код ОКТМО,Организационно-правовая форма,Код ОКОПФ,"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
"ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ НАУКИ, ОБРАЗОВАНИЯ И МЕДИЦИНЫ, РОФ",1067799028120,2006,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Общественные фонды,70403,,288000.0,603000.0,394000.0,308000.0,73000.0,1370000.0,,,,,,,,94000.0,,549000.0,394000.0,249000.0,,240000.0,,685000.0,,,,90000.0,595000.0
"ФОНД ЧЕХОВСКОГО ФЕСТИВАЛЯ, РОФ",1087799002356,2008,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Общественные фонды,70403,,930000.0,182000.0,1107000.0,,50000.0,1157000.0,1785000.0,1648000.0,,,,137000.0,,,,,,137000.0,,137000.0,,,,,,,
ФОНД ЧИСТЫЕ МОРЯ,1097799005248,2009,Действующая,Москва,45283577000,"Москва, Северо-Западный, Строгино",45370000000.0,Экологические фонды,70404,,13780000.0,292000.0,4354000.0,,17828000.0,22182000.0,59042000.0,21701000.0,37341000.0,,35621000.0,1720000.0,,,,30000.0,1219000.0,531000.0,,210000.0,210000.0,210000.0,,,,2400000.0,4354000.0
"ФОНД ЮРИЯ НОРШТЕЙНА, РОФ",1037739771002,2000,Действующая,Москва,45277565000,"Москва, Северный, Войковский",45336000000.0,Общественные фонды,70403,,17301000.0,3533000.0,3374000.0,,2334000.0,22026000.0,6806000.0,9232000.0,,,,-2426000.0,,,,976000.0,25000.0,-1475000.0,233000.0,-1708000.0,,,,,,,
"ФОРМУЛА РОЖДЕНИЯ, БФ СОДЕЙСТВИЯ В РЕАЛИЗАЦИИ ВРТ",1087799026831,2008,Действующая,Москва,45280569000,"Москва, Северо-Восточный, Марьина роща",45357000000.0,Благотворительные фонды,70401,,25625000.0,39000.0,-876000.0,24319000.0,1370000.0,25663000.0,1948000.0,1617000.0,,,,331000.0,,,,3000.0,558000.0,-224000.0,,-224000.0,,,,,,,
"ФОРМУЛА ХОРОШИХ ДЕЛ, БФ",1187700009067,2018,Действующая,Москва,45293554000,"Москва, Юго-Западный, Академический",45397000000.0,Благотворительные фонды,70401,,41000.0,11222000.0,11047000.0,,139000.0,11263000.0,,,,,,,,,,,,,,,,16082000.0,15062000.0,1676000.0,,16762000.0,11047000.0
"ФОРПОСТФЕСТФИЛЬМ, БФ",1137799009721,2013,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОСПАСС, МЕЖРЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКОЙ АДАПТАЦИИ ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) СПЕЦСЛУЖБ",1027739290996,1996,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Общественные фонды,70403,,1990000.0,71000.0,-572000.0,,3276000.0,2705000.0,1459000.0,700000.0,759000.0,,410000.0,349000.0,,,,18000.0,174000.0,193000.0,,120000.0,120000.0,120000.0,,157000.0,,157000.0,-493000.0
"ФОСТАС, ФОНД",1027739757561,2002,Действующая,Москва,45280594000,"Москва, Северо-Восточный, Южное Медведково",45364000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФПА ФСБ РОССИИ, МО",1027739876581,2000,Действующая,Москва,45283569000,"Москва, Северо-Западный, Покровское-Стрешнево",45368000000.0,Общественные фонды,70403,,283000.0,74000.0,,,319000.0,357000.0,,,,,,,,,,,,,,,,590000.0,88000.0,156000.0,,8484000.0,38000.0
ФПБ,1027739383231,2002,Действующая,Москва,45290564000,"Москва, Юго-Восточный, Лефортово",45388000000.0,Фонды,70400,,15926000.0,1256000.0,16262000.0,,1212000.0,17474000.0,55980000.0,39245000.0,16735000.0,,16708000.0,27000.0,,,,,,27000.0,,27000.0,,,,,,,
ФПБМ,1027739644437,1998,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,22114000.0,479387000.0,443348000.0,,81347000.0,524917000.0,,,,,,,,17035000.0,,12000.0,692000.0,16355000.0,-511000.0,15844000.0,15844000.0,459429000.0,-93875000.0,-6448000.0,,-100725000.0,429669000.0
"ФПГИ, БФ",1137799023780,2013,Действующая,Москва,45277571000,"Москва, Северный, Головинский",45338000000.0,Благотворительные фонды,70401,,683000.0,192000.0,144000.0,,730000.0,875000.0,,,,,,,,,,,,,,,,4000000.0,2439000.0,1532000.0,,3971000.0,192000.0
ФПИИ,1097799033970,2009,Действующая,Москва,45290578000,"Москва, Юго-Восточный, Нижегородский",45392000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФППИ, НО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739106999,1998,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,,50000.0,50000.0,,,50000.0,,,,,,,,,,,,,,,,,,,,,
ФРАКД,1127799010921,2012,Действующая,Москва,45280569000,"Москва, Северо-Восточный, Марьина роща",45357000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФРИДРИХА ЛИПСА, ФОНД",1027739785963,2002,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,2254000.0,3750000.0,,,321000.0,6234000.0,,,,,,,,,,,,,,,1477000.0,4657000.0,3321000.0,,,3321000.0,5913000.0
ФРКС,1027700313431,1995,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ФРЛА,1027718013608,2002,Действующая,Москва,45263591000,"Москва, Восточный, Сокольники",45315000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ФРСКК,1027700170629,1997,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Общественные фонды,70403,,277330000.0,26296000.0,353716000.0,,334000.0,354134000.0,1643000.0,488000.0,1155000.0,,10386000.0,-9231000.0,,12424000.0,,4752000.0,534000.0,7411000.0,,7199000.0,7199000.0,7199000.0,,,,,235157000.0
"ФРСЛ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799011425,2014,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Благотворительные фонды,70401,,13000.0,,13000.0,1000.0,,14000.0,,,,,,,,,,,,,,,,35000.0,66000.0,,,122000.0,13000.0
ФРСС,1067799030760,2006,Действующая,Москва,45286596000,"Москва, Центральный, Якиманка",45384000000.0,Фонды,70400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФСИ, ФОНД",1047796720938,2004,Действующая,Москва,45286596000,"Москва, Центральный, Якиманка",45384000000.0,Общественные фонды,70403,,1000.0,9000.0,15000.0,,,15000.0,,,,,,,,,,,,,,,,35000.0,,32000.0,,32000.0,15000.0
ФСЛП,1027739137271,2001,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФСП, НО",1037739367181,1999,Действующая,Москва,45286570000,"Москва, Центральный, Мещанский",45379000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФУРОР, БФ",1137799000184,2013,Действующая,Москва,45298578001,"Москва, Троицкий, Троицк, г Троицк",45931000000.0,Благотворительные фонды,70401,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,
"ФУТБОЛ-ДЕТЯМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1107799014080,2010,Действующая,Москва,45290582000,"Москва, Юго-Восточный, Печатники",45393000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФУТБОЛКА ДАРИТ ЖИЗНЬ, БФ",1157700004252,2015,Действующая,Москва,45290564000,"Москва, Юго-Восточный, Лефортово",45388000000.0,Благотворительные фонды,70401,,51000.0,1505000.0,1745000.0,,26000.0,1771000.0,,,,,,,,,,,,,,,,4018000.0,6270000.0,487000.0,,6821000.0,1530000.0
"ХАМА, ФОНД",1097799005116,2009,Действующая,Москва,45277586000,"Москва, Северный, Савеловский",45344000000.0,Благотворительные фонды,70401,,111000.0,8998000.0,105145000.0,,745000.0,105890000.0,2228000.0,396000.0,1832000.0,170000.0,,1662000.0,,,,33147000.0,34178000.0,631000.0,,562000.0,562000.0,40637000.0,29275000.0,3687000.0,,35693000.0,8815000.0
"ХАНТКЛАБ.РУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057746122268,2005,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ХВОСТАТЫЙ И УСАТЫЙ, БФ",1177700022136,2017,Действующая,Москва,45277553000,"Москва, Северный, Аэропорт",45333000000.0,Благотворительные фонды,70401,,,1000.0,-8000.0,,,1000.0,,,,,,,,,,,8000.0,-8000.0,,-8000.0,,601000.0,593000.0,1000.0,,594000.0,9000.0
"ХЕННЕССИ, СОЦИАЛЬНО-КУЛЬТУРНЫЙ ФОНД",1047796135419,2004,Действующая,Москва,45277556000,"Москва, Северный, Беговой",45334000000.0,Общественные фонды,70403,,,21000.0,,,16000.0,21000.0,,,,,,,,,,,,,,,,10225000.0,9628000.0,949000.0,,10577000.0,21000.0
"ХИТРОВКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700072760,2016,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,1000.0,,1000.0,,,1000.0,,,,,,,,,,,,,,,,71000.0,61000.0,12000.0,,73000.0,
"ХОФФ, БФ",1137799016310,2013,Действующая,Москва,45277598000,"Москва, Северный, Хорошевский",45348000000.0,Благотворительные фонды,70401,,,375000.0,,,,375000.0,,,,,,,,,,,,,,,,2497000.0,1836000.0,285000.0,,2122000.0,375000.0
"ХОЧУ ВЕРИТЬ, БФ",1127799001461,2012,Действующая,Москва,45263583000,"Москва, Восточный, Перово",45312000000.0,Благотворительные фонды,70401,,271000.0,37000.0,,,308000.0,308000.0,,,,,,,,,,,,,,,,200000.0,477000.0,,,677000.0,
"ХРАМ МИЛОСЕРДИЯ, БФ",1197700011409,2019,Действующая,Москва,45290578000,"Москва, Юго-Восточный, Нижегородский",45392000000.0,Благотворительные фонды,70401,,43000.0,1000.0,35000.0,,1000.0,44000.0,,,,,,,,,,,,,,,,55000.0,,29000.0,,29000.0,25000.0
"ХРАМА ВЕЛИКОМУЧЕНИКА ГЕОРГИЯ ПОБЕДОНОСЦА В ГРУЗИНАХ, ФОНД",1107799035068,2010,Действующая,Москва,45277598000,"Москва, Северный, Хорошевский",45348000000.0,Благотворительные фонды,70401,,,3000.0,,,,411000.0,,,,,,,,,,,,,,,,13000.0,,13000.0,,13000.0,
"ХРИСТИАНИН, БФ",1107799023232,2010,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Благотворительные фонды,70401,,,8000.0,526000.0,,,536000.0,,,,,,,,,,,3000.0,-3000.0,,-3000.0,,,,,,,
"ХРИСТИАНСКАЯ КНИГА, БФ",1097799031527,2009,Действующая,Москва,45293598000,"Москва, Юго-Западный, Ясенево",45910000000.0,Благотворительные фонды,70401,,81000.0,286000.0,,,3000.0,425000.0,,,,,,,,,,,,,,,,530000.0,684000.0,45000.0,,730000.0,286000.0
"ХРИСТИАНСКОЙ БЛАГОТВОРИТЕЛЬНОСТИ, ФОНД",1037739768582,1992,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Благотворительные фонды,70401,,28000.0,15000.0,,22000.0,,43000.0,,,,,,,,,,,,,,,,70000.0,,19000.0,,89000.0,23000.0
"ХРИСТИАНСКОЙ КУЛЬТУРЫ И ОБРАЗОВАНИЯ, ФОНД",1157700009708,2015,Действующая,Москва,45290572000,"Москва, Юго-Восточный, Марьино",45390000000.0,Благотворительные фонды,70401,,2690000.0,366000.0,5285000.0,,6000.0,5291000.0,257000.0,93000.0,164000.0,,,164000.0,,,,,,164000.0,,158000.0,158000.0,9180000.0,3593000.0,274000.0,,3908000.0,5285000.0
"ХРУПКИЕ ЛЮДИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799018454,2014,Действующая,Москва,45286570000,"Москва, Центральный, Мещанский",45379000000.0,Благотворительные фонды,70401,,5349000.0,3542000.0,11635000.0,,471000.0,12527000.0,,,,,,,,,,,,,,,,52173000.0,41611000.0,4172000.0,,45914000.0,11635000.0
"ХХI ВЕК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700021278,2017,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,89000.0,,2000.0,,89000.0,,,,,,,,,,,,,,,,400000.0,2700000.0,351000.0,,3347000.0,87000.0
"ХЭППИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700017826,2015,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Благотворительные фонды,70401,,136000.0,9000.0,,,,145000.0,,,,,,,,,,,,,,,,1070000.0,707000.0,266000.0,,973000.0,145000.0
"ЦВЕТ ЖИЗНИ, БФ",1085000003175,2008,Действующая,Москва,45283577000,"Москва, Северо-Западный, Строгино",45370000000.0,Благотворительные фонды,70401,,199000.0,1004000.0,1459000.0,,,1459000.0,,,,,,,,,,,,,,,,6910000.0,1820000.0,3586000.0,,5480000.0,1459000.0
"ЦВЕТ ЖИЗНИ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СЕМЬИ И ДЕТСТВА",1177700001137,2017,Действующая,Москва,45297565106,"Москва, Новомосковский, Московский, д Румянцево",45952000000.0,Благотворительные фонды,70401,,7000.0,28000.0,34000.0,,1000.0,35000.0,,,,,,,,,,,,,,,,,,,,,
"ЦВЕТА ЖИЗНИ, БФ",1177700018352,2017,Действующая,Москва,45268592000,"Москва, Западный, Тропарево-Никулино",45327000000.0,Благотворительные фонды,70401,,24000.0,,,,24000.0,24000.0,,,,,,,,,,,,,,,,500000.0,393000.0,96000.0,,500000.0,
"ЦВЕТИК-СЕМИЦВЕТИК, БФ",1187700016008,2018,Действующая,Москва,45296590000,"Москва, Южный, Царицыно",45923000000.0,Благотворительные фонды,70401,,32000.0,586000.0,591000.0,,27000.0,618000.0,,,,,,,,,,,,,,,,1757000.0,871000.0,238000.0,13000.0,1413000.0,591000.0
"ЦДАКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127799016080,2012,Действующая,Москва,45280567000,"Москва, Северо-Восточный, Марфино",45356000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ЭТНОГЕОГРАФИЧЕСКИХ ИССЛЕДОВАНИЙ, НЕКОМЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1037739610590,2000,Действующая,Москва,45263583000,"Москва, Восточный, Перово",45312000000.0,Общественные фонды,70403,,96000.0,1000.0,5302000.0,,78000.0,10813000.0,,,,,7000.0,-7000.0,,,,,7000.0,-14000.0,,-14000.0,,,,13000.0,,13000.0,2902000.0
"ЦЕНТР ВОЗРОЖДЕНИЯ КУЛЬТУРНОГО НАСЛЕДИЯ КРОХИНО, БФ",1117799003673,2011,Действующая,Москва,45290572000,"Москва, Юго-Восточный, Марьино",45390000000.0,Благотворительные фонды,70401,,1189000.0,6347000.0,7347000.0,,42000.0,7536000.0,711000.0,568000.0,143000.0,,,143000.0,,,,32000.0,2000.0,173000.0,,151000.0,150000.0,10944000.0,3087000.0,615000.0,,4812000.0,7347000.0
"ЦЕНТР ГИЛЕЛЬ, ФОНД",1047796365011,2004,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,4533000.0,5789000.0,9927000.0,,670000.0,12155000.0,,,,,,,,,,,193000.0,-193000.0,,-194000.0,,72200000.0,53245000.0,13192000.0,,68295000.0,9683000.0
